Landing Page,Month,Bounce rate,Avg session duration in mins,Percentage of new sessions,Conversion rate,New Users,Pages per visit,Sessions,Bounces,Pageviews,Transactions
/product/country10/region15/resort3/skew4,July,39.48%,3,43.29%,0.17%,500,4.12,"1,155",456,"4,759",2
/product/country10/region15/resort3/skew4,Oct,39.54%,3,46.15%,0.41%,558,3.91,"1,209",478,"4,727",5
/product/country10/region15/resort3/skew4,May,35.88%,4,41.22%,0.48%,432,4.53,"1,048",376,"4,747",5
/product/country10/region15/resort3/skew4,Aug,39.33%,3,42.51%,0.08%,522,3.99,"1,228",483,"4,900",1
/product/country10/region15/resort3/skew4,April,35.40%,4,42.16%,0.44%,387,4.54,918,325,"4,168",4
/product/country10/region15/resort3/skew4,June,35.02%,4,43.74%,0.11%,416,4.24,951,333,"4,032",1
/product/country10/region15/resort3/skew4,Mar,33.47%,4,37.93%,0.62%,366,4.46,965,323,"4,304",6
/product/country10/region15/resort3/skew4,Sept,37.38%,3,41.99%,0.27%,464,3.94,"1,105",413,"4,354",3
/product/country10/region15/resort3/skew5,June,26.63%,3,46.31%,0.00%,633,4.04,"1,367",364,"5,523",0
/product/country10/region15/resort3/skew5,Jan,26.60%,4,48.42%,0.05%,981,4.03,"2,026",539,"8,165",1
/product/country10/region15/resort3/skew5,Sept,24.49%,3,48.18%,0.16%,594,4.05,"1,233",302,"4,994",2
/product/country10/region15/resort3/skew5,July,30.88%,3,45.25%,0.13%,527,4.07,"1,164",353,"4,726",2
/product/country10/region15/resort3/skew5,Mar,26.35%,4,44.91%,0.17%,525,4.19,"1,169",308,"4,898",2
/product/country10/region15/resort3/skew5,May,29.25%,3,46.65%,0.08%,606,4.05,"1,299",380,"5,261",1
/product/country10/region15/resort3/skew5,Oct,30.84%,3,50.65%,0.00%,624,3.7,"1,232",380,"4,558",0
/product/country10/region15/resort3/skew5,April,25.43%,3,44.52%,0.00%,625,3.92,"1,404",357,"5,504",0
/product/country10/region15/resort3/skew5,Feb,25.18%,4,43.28%,0.14%,605,4.06,"1,398",352,"5,676",2
/product/country10/region15/resort3/skew5,Aug,25.07%,3,46.49%,0.12%,775,4.23,"1,667",418,"7,051",2
/product/country10/region15/resort3/skew9,May,26.46%,4,45.38%,0.13%,628,4.13,"1,383",364,"5,722",2
/product/country10/region15/resort3/skew9,Feb,27.39%,4,36.18%,0.13%,288,4.77,796,218,"3,797",1
/product/country10/region15/resort3/skew9,July,26.35%,4,36.57%,0.20%,358,5.04,979,258,"4,934",2
/product/country10/region15/resort3/skew9,Sept,27.00%,3,44.39%,0.10%,564,4.24,"1,270",341,"5,313",1
/product/country10/region15/resort3/skew9,June,25.51%,4,35.31%,0.32%,328,5.05,929,237,"4,691",3
/product/country10/region15/resort3/skew9,Aug,26.14%,4,42.10%,0.15%,506,4.5,"1,203",313,"5,312",2
/product/country10/region15/resort3/skew9,Jan,28.35%,5,35.44%,0.31%,695,5.48,"1,961",556,"10,746",6
/product/country10/region15/resort3/skew9,Mar,33.75%,4,37.97%,0.37%,306,4.99,806,272,"4,022",3
/product/country10/region15/resort3/skew9,Oct,27.34%,4,40.46%,0.20%,494,4.71,"1,222",331,"5,732",2
/product/country10/region15/resort3/skew9,April,23.63%,5,35.45%,0.18%,402,5.61,"1,134",268,"6,362",2
/product/country10/region15/resort5/skew1,Feb,44.56%,4,32.36%,1.42%,342,4.1,"1,057",471,"4,334",15
/product/country10/region15/resort5/skew1,Jan,42.26%,5,36.47%,0.77%,617,4.31,"1,692",715,"7,293",13
/product/country10/region15/resort5/skew1,Aug,43.99%,3,35.48%,0.67%,425,3.95,"1,198",527,"4,732",8
/product/country10/region15/resort5/skew1,Mar,47.21%,4,31.93%,1.16%,303,4.12,949,448,"3,910",11
/product/country10/region15/resort5/skew1,April,46.31%,4,34.52%,0.61%,281,4.07,814,377,"3,313",5
/product/country10/region15/resort5/skew1,July,43.73%,4,32.74%,1.28%,384,4.28,"1,173",513,"5,020",15
/product/country10/region15/resort5/skew1,June,52.14%,3,30.84%,0.75%,288,3.51,934,487,"3,278",7
/product/country10/region15/resort5/skew1,Oct,41.24%,4,34.76%,0.77%,393,4.3,"1,130",460,"4,886",9
/product/country10/region15/resort5/skew1,May,49.38%,3,31.70%,0.42%,305,4.01,962,475,"3,858",4
/product/country10/region15/resort5/skew1,Sept,41.68%,3,38.04%,0.50%,377,3.73,991,413,"3,696",5
/product/country10/region15/resort7/skew4,Mar,31.29%,4,47.18%,0.10%,493,4.52,"1,045",327,"4,723",1
/product/country10/region15/resort7/skew4,Feb,30.71%,4,45.87%,0.30%,466,4.67,"1,016",312,"4,745",3
/product/country10/region15/resort7/skew4,Oct,42.63%,4,36.50%,0.66%,366,4.13,"1,002",424,"4,159",7
/product/country10/region15/resort7/skew4,Jan,30.26%,4,48.32%,0.50%,677,4.74,"1,401",424,"6,641",7
/product/country10/region15/resort7/skew4,July,30.70%,4,41.00%,0.00%,426,4.89,"1,039",319,"5,081",0
/product/country10/region15/resort7/skew4,April,33.24%,4,47.48%,0.35%,537,4.4,"1,131",376,"4,976",4
/product/country10/region15/resort7/skew4,May,34.82%,3,45.97%,0.23%,610,4.41,"1,327",462,"5,852",3
/product/country10/region15/resort7/skew4,Aug,28.56%,4,38.95%,0.22%,356,4.99,914,261,"4,561",2
/product/country10/region15/resort7/skew4,Sept,27.59%,4,0.00%,0.47%,748,4.7,859,237,"4,037",4
/product/country10/region15/resort7/skew4,June,31.21%,4,40.49%,0.23%,349,4.48,862,269,"3,862",2
/product/country10/region4/resort1/skew1,Aug,23.79%,4,32.86%,0.13%,1294,5.42,"3,938",937,"21,344",5
/product/country10/region4/resort1/skew1,June,29.57%,4,34.50%,0.21%,672,5.03,"1,948",576,"9,798",4
/product/country10/region4/resort1/skew1,July,25.86%,3,35.60%,0.19%,1466,5.14,"4,118","1,065","21,167",8
/product/country10/region4/resort1/skew1,Jan,28.77%,4,0.00%,0.20%,7510,4.88,"1,995",544,"10,089",4
/product/country10/region4/resort1/skew1,May,38.14%,4,36.57%,0.23%,467,4.8,"1,277",487,"6,130",3
/product/country10/region4/resort1/skew1,Sept,29.63%,4,31.55%,0.10%,625,5.46,"1,981",587,"10,816",2
/product/country10/region4/resort1/skew1,Oct,33.73%,4,36.56%,0.43%,1009,5.18,"2,760",931,"14,297",12
/product/country10/region4/resort1/skew1,April,35.48%,4,34.23%,0.41%,330,5.41,964,342,"5,215",4
/product/country10/region4/resort1/skew1,Feb,30.69%,4,0.00%,0.22%,4228,5.09,"2,205",638,"11,413",5
/product/country10/region4/resort1/skew1,Mar,31.48%,4,0.00%,0.24%,1545,5.12,"2,156",646,"11,116",5
/product/country10/region4/resort2/skew1,Aug,41.55%,3,38.73%,0.51%,603,4.52,"1,557",647,"7,038",8
/product/country10/region4/resort2/skew1,May,46.58%,4,35.65%,0.38%,652,4.38,"1,829",852,"8,011",7
/product/country10/region4/resort2/skew1,Feb,41.90%,4,32.15%,0.63%,409,4.94,"1,272",533,"6,284",8
/product/country10/region4/resort2/skew1,June,32.67%,3,35.59%,0.13%,1415,4.43,"3,976","1,299","17,614",5
/product/country10/region4/resort2/skew1,Sept,38.45%,4,38.14%,0.10%,365,5.01,957,368,"4,795",1
/product/country10/region4/resort2/skew1,Jan,35.44%,4,35.96%,0.25%,1869,4.8,"5,198","1,842","24,950",13
/product/country10/region4/resort2/skew1,April,42.99%,4,33.65%,0.30%,667,4.76,"1,982",852,"9,434",6
/product/country10/region4/resort2/skew1,Mar,42.21%,4,37.16%,0.25%,596,4.4,"1,604",677,"7,058",4
/product/country10/region4/resort2/skew1,Oct,39.25%,4,0.00%,0.28%,8916,4.71,"2,281",857,"10,700",6
/product/country10/region4/resort2/skew1,July,35.39%,4,35.63%,0.16%,901,4.83,"2,529",895,"12,215",4
/product/country10/region4/resort2/skew11,June,35.70%,2,34.99%,0.04%,991,3.78,"2,832","1,011","10,705",1
/product/country10/region4/resort2/skew11,July,29.61%,3,37.10%,0.03%,1470,4.17,"3,962","1,173","16,522",1
/product/country10/region4/resort2/skew11,April,38.10%,3,30.36%,0.26%,463,3.87,"1,525",581,"5,902",4
/product/country10/region4/resort2/skew11,Jan,37.61%,3,0.00%,0.16%,1834,4.36,"2,388",864,"10,362",4
/product/country10/region4/resort2/skew11,Feb,37.61%,3,0.00%,0.16%,2289,4.36,"2,388",864,"10,362",4
/product/country10/region4/resort2/skew11,Mar,37.61%,3,0.00%,0.16%,872,4.36,"2,388",864,"10,362",4
/product/country10/region4/resort2/skew11,May,42.03%,2,39.47%,0.00%,463,3.69,"1,173",493,"4,328",0
/product/country10/region4/resort2/skew11,Oct,35.57%,2,46.28%,0.02%,2175,3.91,"4,700","1,672","18,377",1
/product/country10/region4/resort2/skew11,Aug,32.09%,2,42.24%,0.00%,915,4.1,"2,166",695,"8,881",0
/product/country10/region4/resort2/skew11,Sept,36.60%,2,43.28%,0.00%,1645,3.93,"3,801","1,391","14,938",0
/product/country10/region4/resort2/skew12,Sept,202.44%,3,40.54%,0.00%,375,4.17,925,"1,873","3,857",0
/product/country10/region4/resort2/skew12,June,24.22%,3,42.78%,0.04%,740,3.93,"1,730",564,"6,780",1
/product/country10/region4/resort2/skew12,Jan,25.93%,4,46.77%,0.29%,478,3.91,"1,022",265,"3,996",3
/product/country10/region4/resort2/skew12,Mar,30.30%,4,44.07%,0.00%,349,3.94,792,240,"3,120",0
/product/country10/region4/resort2/skew12,April,20.85%,3,45.18%,0.02%,966,4.01,"2,139","2,716","8,452",0
/product/country10/region4/resort2/skew12,July,22.42%,3,41.66%,0.18%,472,4.35,"1,133",254,"4,929",2
/product/country10/region4/resort2/skew12,Oct,26.66%,3,42.30%,0.13%,338,4.38,799,213,"3,500",1
/product/country10/region4/resort2/skew12,Aug,24.03%,3,42.79%,0.18%,463,4.3,"1,082",260,"4,653",2
/product/country10/region4/resort2/skew12,May,27.90%,3,43.42%,0.09%,733,4.14,"1,689",531,"6,841",2
/product/country10/region4/resort2/skew12,Feb,28.48%,4,43.18%,0.06%,344,4.16,796,226,"3,310",1
/product/country10/region4/resort2/skew14,Aug,26.17%,4,42.28%,0.39%,1614,4.74,"3,817",999,"18,093",15
/product/country10/region4/resort2/skew14,July,23.61%,4,40.66%,0.42%,1657,4.99,"4,075",962,"20,334",17
/product/country10/region4/resort2/skew14,Mar,30.15%,4,46.59%,0.28%,3018,4.58,"6,478","1,953","29,669",18
/product/country10/region4/resort2/skew14,Jan,23.07%,5,39.89%,0.40%,1705,5.22,"4,274",986,"22,310",17
/product/country10/region4/resort2/skew14,April,31.50%,3,52.44%,0.18%,5458,4.23,"10,409","3,279","44,030",19
/product/country10/region4/resort2/skew14,Sept,22.28%,4,41.28%,0.35%,1193,5.21,"2,890",644,"15,057",10
/product/country10/region4/resort2/skew14,Feb,27.11%,4,39.21%,0.32%,1219,4.74,"3,109",843,"14,737",10
/product/country10/region4/resort2/skew14,May,25.03%,4,40.71%,0.53%,1698,4.85,"4,171","1,044","20,229",22
/product/country10/region4/resort2/skew14,Oct,24.94%,4,43.80%,0.37%,1066,4.78,"2,434",607,"11,635",9
/product/country10/region4/resort2/skew14,June,24.29%,4,40.60%,0.45%,1185,4.87,"2,919",709,"14,216",13
/product/country10/region4/resort2/skew2,Jan,23.34%,4,180.39%,0.37%,1932,4.73,"1,071",250,"5,066",4
/product/country10/region4/resort2/skew2,Oct,25.75%,4,48.93%,0.32%,2053,4.8,"4,195","1,146","19,661",14
/product/country10/region4/resort2/skew2,Mar,51.31%,3,38.38%,0.45%,342,4.32,891,457,"3,849",4
/product/country10/region4/resort2/skew2,Sept,18.41%,4,39.85%,0.77%,316,21.54,793,146,"17,079",4
/product/country10/region4/resort2/skew2,Feb,22.77%,4,57.30%,0.77%,1283,9,"2,239",537,"14,147",15
/product/country10/region4/resort2/skew2,July,20.36%,4,37.69%,0.51%,372,4.6,987,201,"4,540",5
/product/country10/region4/resort2/skew2,Aug,22.49%,4,41.26%,0.43%,387,4.5,938,211,"4,221",4
/product/country10/region4/resort2/skew2,June,25.12%,3,38.46%,0.12%,320,4.27,832,209,"3,553",1
/product/country10/region4/resort2/skew2,April,25.63%,3,39.49%,0.66%,359,4.37,909,233,"3,972",6
/product/country10/region4/resort2/skew2,May,27.20%,4,40.73%,0.49%,334,4.33,820,223,"3,551",4
/product/country10/region4/resort2/skew4,May,21.42%,3,42.11%,0.00%,627,4.41,"1,489",319,"6,566",0
/product/country10/region4/resort2/skew4,Sept,18.25%,4,43.25%,0.08%,519,4.8,"1,200",219,"5,760",1
/product/country10/region4/resort2/skew4,Feb,25.76%,4,44.79%,0.28%,473,4.3,"1,056",272,"4,541",3
/product/country10/region4/resort2/skew4,Aug,22.45%,4,41.85%,0.11%,742,4.83,"1,773",398,"8,564",2
/product/country10/region4/resort2/skew4,April,22.65%,4,40.43%,0.18%,448,4.5,"1,108",251,"4,986",2
/product/country10/region4/resort2/skew4,July,21.65%,4,40.39%,0.05%,847,4.85,"2,097",454,"10,170",1
/product/country10/region4/resort2/skew4,Jan,25.24%,4,45.70%,0.19%,706,4.21,"1,545",390,"6,504",3
/product/country10/region4/resort2/skew4,Oct,23.70%,4,45.07%,0.37%,485,4.6,"1,076",255,"4,950",4
/product/country10/region4/resort2/skew4,June,21.21%,4,37.42%,0.06%,644,4.56,"1,721",365,"7,848",1
/product/country10/region4/resort2/skew4,Mar,22.89%,4,39.77%,0.10%,410,4.34,"1,031",236,"4,475",1
/product/country10/region4/resort2/skew5,Mar,34.33%,3,40.17%,0.46%,1568,4.45,"3,903","1,340","17,368",18
/product/country10/region4/resort2/skew5,May,37.35%,3,43.68%,0.12%,1050,4.27,"2,404",898,"10,265",3
/product/country10/region4/resort2/skew5,June,36.39%,3,40.90%,0.18%,1115,4.2,"2,726",992,"11,449",5
/product/country10/region4/resort2/skew5,April,38.70%,3,41.02%,0.39%,1042,4.21,"2,540",983,"10,693",10
/product/country10/region4/resort2/skew5,Aug,31.72%,3,45.39%,0.16%,1156,4.19,"2,547",808,"10,672",4
/product/country10/region4/resort2/skew5,July,34.10%,3,40.76%,0.25%,1291,4.35,"3,167","1,080","13,776",8
/product/country10/region4/resort2/skew5,Feb,44.50%,2,45.92%,0.38%,1581,3.7,"3,443","1,532","12,739",13
/product/country10/region4/resort2/skew5,Jan,36.04%,4,42.48%,0.43%,1175,4.23,"2,766",997,"11,700",12
/product/country10/region4/resort2/skew5,Sept,40.47%,2,50.29%,0.16%,942,3.64,"1,873",758,"6,818",3
/product/country10/region4/resort2/skew5,Oct,33.20%,2,51.16%,0.30%,1188,4.09,"2,322",771,"9,497",7
/product/country10/region4/resort2/skew6,Oct,36.94%,4,44.31%,0.27%,1171,4.1,"2,643",980,"10,846",7
/product/country10/region4/resort2/skew6,Aug,42.01%,2,40.04%,0.00%,426,3.29,"1,064",447,"3,501",0
/product/country10/region4/resort2/skew6,Jan,39.04%,3,39.97%,0.43%,558,3.59,"1,396",545,"5,012",6
/product/country10/region4/resort2/skew6,June,38.33%,4,42.78%,0.28%,878,3.82,"2,053",765,"8,161",6
/product/country10/region4/resort2/skew6,May,42.63%,3,38.25%,0.23%,332,3.37,868,370,"2,925",2
/product/country10/region4/resort2/skew6,Feb,40.51%,4,44.53%,0.19%,718,3.6,"1,612",639,"6,022",3
/product/country10/region4/resort2/skew6,Mar,39.12%,3,39.75%,0.21%,380,3.56,956,374,"3,403",2
/product/country10/region4/resort2/skew6,April,37.23%,3,38.96%,0.31%,383,3.71,983,366,"3,647",3
/product/country10/region4/resort2/skew6,July,43.54%,2,39.64%,0.40%,396,3.18,999,435,"3,177",4
/product/country10/region4/resort2/skew6,Sept,42.78%,2,39.94%,0.00%,379,3.23,949,406,"3,065",0
/product/country10/region4/resort2/skew8,June,27.08%,4,38.94%,0.13%,581,4.82,"1,492",404,"7,191",2
/product/country10/region4/resort2/skew8,Oct,28.54%,3,40.15%,0.17%,477,5.13,"1,188",339,"6,094",2
/product/country10/region4/resort2/skew8,Mar,29.95%,4,41.55%,0.10%,430,4.63,"1,035",310,"4,792",1
/product/country10/region4/resort2/skew8,Feb,24.98%,4,39.70%,0.44%,453,5.44,"1,141",285,"6,207",5
/product/country10/region4/resort2/skew8,Aug,37.41%,3,46.97%,0.19%,1242,4.2,"2,644",989,"11,105",5
/product/country10/region4/resort2/skew8,Jan,21.85%,5,40.89%,0.23%,711,5.8,"1,739",380,"10,086",4
/product/country10/region4/resort2/skew8,July,33.61%,3,44.56%,0.07%,1270,4.58,"2,850",958,"13,053",2
/product/country10/region4/resort2/skew8,April,31.11%,4,44.80%,0.17%,543,5,"1,212",377,"6,060",2
/product/country10/region4/resort2/skew8,May,32.13%,4,42.00%,0.19%,677,4.62,"1,612",518,"7,447",3
/product/country10/region4/resort2/skew8,Sept,32.14%,3,39.38%,0.00%,582,4.9,"1,478",475,"7,242",0
/product/country10/region4/resort2/skew9,Jan,38.87%,4,37.43%,0.43%,782,4.74,"2,089",812,"9,902",9
/product/country10/region4/resort2/skew9,May,35.86%,4,36.69%,0.25%,746,4.62,"2,033",729,"9,392",5
/product/country10/region4/resort2/skew9,Oct,45.12%,3,39.82%,0.07%,587,3.85,"1,474",665,"5,675",1
/product/country10/region4/resort2/skew9,Mar,36.95%,4,36.42%,0.59%,614,4.78,"1,686",623,"8,059",10
/product/country10/region4/resort2/skew9,April,41.38%,3,39.66%,0.40%,692,4.33,"1,745",722,"7,556",7
/product/country10/region4/resort2/skew9,Feb,30.26%,3,38.85%,0.61%,1216,4.83,"3,130",947,"15,118",19
/product/country10/region4/resort2/skew9,July,35.61%,3,38.60%,0.25%,774,4.51,"2,005",714,"9,043",5
/product/country10/region4/resort2/skew9,Sept,36.80%,3,37.38%,0.29%,643,4.61,"1,720",633,"7,929",5
/product/country10/region4/resort2/skew9,Aug,39.74%,3,41.68%,0.06%,711,4.05,"1,706",678,"6,909",1
/product/country10/region4/resort2/skew9,June,37.74%,3,38.73%,0.00%,586,4.29,"1,513",571,"6,491",0
/product/country10/region4/resort3/skew1,April,46.61%,3,39.39%,0.17%,692,4.02,"1,757",819,"7,063",3
/product/country10/region4/resort3/skew1,Jan,46.11%,4,35.48%,0.62%,287,4.48,809,373,"3,624",5
/product/country10/region4/resort3/skew1,July,39.43%,3,38.08%,0.05%,1571,4.16,"4,126","1,627","17,164",2
/product/country10/region4/resort3/skew1,June,37.39%,3,36.72%,0.31%,820,4.31,"2,233",835,"9,624",7
/product/country10/region4/resort3/skew1,Aug,40.68%,3,35.85%,0.31%,1144,4.34,"3,191","1,298","13,849",10
/product/country10/region4/resort3/skew1,Sept,37.92%,3,33.91%,0.46%,804,4.77,"2,371",899,"11,310",11
/product/country10/region4/resort3/skew1,Feb,37.47%,3,40.58%,0.19%,1043,4.12,"2,570",963,"10,588",5
/product/country10/region4/resort3/skew1,Mar,39.72%,3,39.52%,0.10%,1194,4.06,"3,021","1,200","12,265",3
/product/country10/region4/resort3/skew1,Oct,39.51%,3,39.03%,0.22%,722,4.48,"1,850",731,"8,288",4
/product/country10/region4/resort3/skew1,May,42.79%,3,39.63%,0.04%,915,4,"2,309",988,"9,236",1
/product/country10/region5/resort2/skew3,Jan,50.58%,5,33.14%,0.93%,285,4.39,860,435,"3,775",8
/product/country10/region5/resort2/skew3,May,48.23%,4,28.94%,0.20%,432,4.24,"1,493",720,"6,330",3
/product/country10/region5/resort2/skew3,June,54.75%,4,31.51%,0.70%,358,4.04,"1,136",622,"4,589",8
/product/country10/region5/resort2/skew3,Feb,57.36%,4,26.92%,0.88%,245,4.13,910,522,"3,758",8
/product/country10/region5/resort2/skew3,Aug,59.04%,3,32.46%,0.08%,386,3.28,"1,189",702,"3,900",1
/product/country10/region5/resort2/skew3,Mar,57.17%,4,31.17%,0.90%,278,4.01,892,510,"3,577",8
/product/country10/region5/resort2/skew3,Oct,49.91%,4,35.25%,0.32%,535,4.07,"1,518",714,"6,191",5
/product/country10/region5/resort2/skew3,Sept,52.48%,4,33.32%,0.41%,429,4.02,"1,288",652,"5,170",5
/product/country10/region5/resort2/skew3,July,58.20%,3,26.64%,0.15%,346,3.54,"1,299",756,"4,598",2
/product/country10/region5/resort2/skew3,April,54.52%,4,33.78%,0.62%,329,4.24,974,531,"4,130",6
/product/country10/region5/resort2/skew6,Aug,55.52%,4,31.58%,0.44%,364,3.9,"1,153",627,"4,475",5
/product/country10/region5/resort2/skew6,Sept,55.52%,4,31.58%,0.44%,364,3.9,"1,153",627,"4,475",5
/product/country10/region5/resort2/skew6,Feb,42.14%,5,23.14%,0.61%,380,5.2,"1,642",692,"8,538",10
/product/country10/region5/resort2/skew6,May,41.07%,4,30.34%,0.37%,328,4.91,"1,081",444,"5,308",4
/product/country10/region5/resort2/skew6,April,43.00%,4,29.11%,0.11%,264,4.58,907,390,"4,154",1
/product/country10/region5/resort2/skew6,Oct,50.26%,4,30.32%,0.39%,371,4.26,"1,224",604,"5,227",5
/product/country10/region5/resort2/skew6,July,31.57%,5,35.10%,0.13%,278,4.97,792,250,"3,936",1
/product/country10/region5/resort2/skew6,June,37.21%,4,32.27%,0.33%,294,4.54,911,339,"4,136",3
/product/country10/region5/resort2/skew6,Jan,38.42%,6,30.96%,0.64%,1016,5.59,"3,282","1,261","18,346",21
/product/country10/region5/resort2/skew6,Mar,40.02%,4,26.24%,0.24%,322,4.87,"1,227",491,"5,975",3
/product/country10/region5/resort4/skew1,Sept,40.46%,4,29.40%,0.43%,407,4.87,"1,383",559,"6,953",6
/product/country10/region5/resort4/skew1,Feb,45.84%,4,35.12%,0.22%,321,4.37,914,419,"3,994",2
/product/country10/region5/resort4/skew1,May,42.37%,4,38.62%,0.23%,514,4.5,"1,331",564,"5,990",3
/product/country10/region5/resort4/skew1,June,31.79%,3,43.68%,0.26%,1818,4.74,"4,162","1,323","19,728",11
/product/country10/region5/resort4/skew1,Jan,49.76%,4,37.79%,0.69%,546,4.66,"1,445",719,"6,734",10
/product/country10/region5/resort4/skew1,April,43.77%,4,37.86%,0.32%,474,4.65,"1,252",548,"5,822",4
/product/country10/region5/resort4/skew1,Oct,41.07%,4,35.91%,0.40%,635,4.75,"1,767",691,"8,631",7
/product/country10/region5/resort4/skew1,Aug,30.61%,3,41.25%,0.05%,818,4.75,"1,983",607,"9,419",1
/product/country10/region5/resort4/skew1,July,28.77%,3,44.19%,0.11%,1539,4.8,"3,483","1,002","16,718",4
/product/country10/region5/resort4/skew1,Mar,34.04%,5,34.13%,0.44%,387,5.25,"1,134",386,"5,954",5
/product/country10/region6/resort1/skew4,July,25.35%,3,40.24%,0.00%,462,4.77,"1,148",291,"5,476",0
/product/country10/region6/resort1/skew4,April,31.81%,4,44.21%,0.00%,485,4.23,"1,097",349,"4,640",0
/product/country10/region6/resort1/skew4,May,30.26%,3,43.80%,0.00%,579,4.38,"1,322",400,"5,790",0
/product/country10/region6/resort1/skew4,Jan,26.08%,4,41.38%,0.14%,576,5,"1,392",363,"6,960",2
/product/country10/region6/resort1/skew4,Aug,24.77%,3,43.35%,0.00%,616,4.71,"1,421",352,"6,693",0
/product/country10/region6/resort1/skew4,Mar,31.56%,4,41.36%,0.11%,388,4.41,938,296,"4,137",1
/product/country10/region6/resort1/skew4,June,25.61%,4,42.13%,0.08%,533,4.61,"1,265",324,"5,832",1
/product/country10/region6/resort1/skew4,Sept,26.71%,4,40.87%,0.11%,358,4.72,876,234,"4,135",1
/product/country10/region6/resort1/skew4,Feb,30.22%,4,43.44%,0.35%,503,4.61,"1,158",350,"5,338",4
/product/country10/region6/resort1/skew4,Oct,28.04%,4,42.38%,0.08%,500,4.6,"1,180",329,"5,445",1
/product/country10/region6/resort3/skew1,Oct,28.34%,4,42.62%,0.09%,504,4.59,"1,183",333,"5,441",1
/product/country10/region6/resort3/skew1,Jan,34.79%,3,61.38%,0.03%,8786,4.15,"14,314","4,980","59,403",4
/product/country10/region6/resort3/skew1,Aug,41.45%,3,29.65%,0.58%,357,4.27,"1,204",499,"5,141",7
/product/country10/region6/resort3/skew1,Feb,36.83%,3,59.13%,0.10%,7129,4,"12,057","4,441","48,228",12
/product/country10/region6/resort3/skew1,July,39.23%,3,32.26%,0.32%,509,4.36,"1,578",619,"6,880",5
/product/country10/region6/resort3/skew1,Mar,33.14%,3,54.96%,0.22%,1723,4.33,"3,135","1,039","13,575",7
/product/country10/region6/resort3/skew1,Sept,47.87%,3,38.65%,0.11%,344,4.03,890,426,"3,587",1
/product/country10/region6/resort3/skew1,May,31.07%,3,52.05%,0.10%,6329,4.33,"12,160","3,778","52,653",12
/product/country10/region6/resort3/skew1,April,31.00%,3,54.66%,0.06%,6844,4.42,"12,521","3,882","55,343",8
/product/country10/region6/resort3/skew1,June,32.86%,3,46.84%,0.12%,3411,4.26,"7,282","2,393","31,021",9
/product/country10/region7/resort1/skew1,April,38.96%,3,43.36%,0.20%,444,3.84,"1,024",399,"3,932",2
/product/country10/region7/resort1/skew1,May,37.35%,3,41.90%,0.08%,543,4.01,"1,296",484,"5,197",1
/product/country10/region7/resort1/skew1,Sept,36.44%,3,50.51%,0.11%,2518,4.2,"4,986","1,627","21,523",6
/product/country10/region7/resort1/skew1,Aug,35.36%,2,45.65%,0.20%,457,3.77,"1,001",354,"3,774",2
/product/country10/region7/resort1/skew1,July,36.12%,3,42.33%,0.00%,613,3.74,"1,448",523,"5,416",0
/product/country10/region7/resort1/skew1,Oct,36.34%,3,50.47%,0.10%,2389,4.07,"4,734","1,541","20,272",5
/product/country10/region7/resort1/skew1,Feb,36.28%,3,43.07%,0.08%,538,3.84,"1,248",454,"4,795",1
/product/country10/region7/resort1/skew1,June,34.78%,3,44.38%,0.00%,513,3.95,"1,156",402,"4,566",0
/product/country10/region7/resort1/skew1,Jan,31.83%,4,43.13%,0.00%,534,4.55,"1,238",394,"5,633",0
/product/country10/region7/resort1/skew1,Mar,34.95%,3,47.65%,0.09%,979,4.06,"2,055",686,"8,618",2
/product/country10/region8/resort1/skew1,Oct,33.02%,4,45.31%,0.00%,763,4.41,"1,684",556,"7,426",0
/product/country10/region8/resort1/skew1,Mar,29.37%,4,42.94%,0.14%,636,4.68,"1,481",435,"6,931",2
/product/country10/region8/resort1/skew1,Feb,29.63%,5,43.19%,0.07%,599,4.8,"1,387",411,"6,658",1
/product/country10/region8/resort1/skew1,July,29.06%,4,43.34%,0.03%,1253,4.51,"2,891",840,"13,038",1
/product/country10/region8/resort1/skew1,April,32.78%,4,43.93%,0.13%,981,4.65,"2,233",732,"10,383",3
/product/country10/region8/resort1/skew1,May,33.08%,4,44.68%,0.04%,1101,4.44,"2,464",815,"10,940",1
/product/country10/region8/resort1/skew1,Jan,28.85%,5,43.37%,0.00%,448,5.1,"1,033",298,"5,268",0
/product/country10/region8/resort1/skew1,Aug,30.90%,3,46.81%,0.03%,1642,4.4,"3,508","1,084","15,435",1
/product/country10/region8/resort1/skew1,Sept,31.39%,3,44.33%,0.04%,1086,4.43,"2,450",769,"10,854",1
/product/country10/region8/resort1/skew1,June,30.80%,4,45.36%,0.00%,1252,4.32,"2,760",850,"11,923",0
/product/country10/region8/resort2/skew1,Sept,25.03%,4,34.68%,0.00%,557,5.27,"1,606",402,"8,464",0
/product/country10/region8/resort2/skew1,June,27.73%,4,35.29%,0.19%,728,5.31,"2,063",572,"10,955",4
/product/country10/region8/resort2/skew1,Aug,25.04%,4,31.93%,0.42%,756,5.5,"2,368",593,"13,024",10
/product/country10/region8/resort2/skew1,Mar,28.51%,4,32.31%,0.72%,536,5.27,"1,659",473,"8,743",12
/product/country10/region8/resort2/skew1,May,26.79%,4,33.71%,0.07%,949,5.42,"2,815",754,"15,257",2
/product/country10/region8/resort2/skew1,Feb,25.39%,5,30.07%,0.47%,636,5.96,"2,115",537,"12,605",10
